transaction_id,customer_id,transaction_date,amount,currency,transaction_type,channel,merchant_name,merchant_category,location_country,location_city,is_flagged
bb70aa98-8e99-45e6,dd46044d-7515-4271,2023-11-22 20:07:32,2315.89,INR,refund,mobile,Saturn,Health & Beauty,India,Jaipur,False
7c662274-2d0b-4f0e,ca5e105e-49df-434a,2024-03-29 00:16:00,7561.67,GBP,refund,online,Mediamarkt,Sports & Outdoors,United Kingdom,Sheffield,False
250c0e46-1645-42b4,db0631e2-938d-4de1,2023-02-03 09:53:07,2959.99,AED,withdrawal,mail,Lazada,Health & Beauty,UAE,Dubai,False
b63ec2c9-2558-40b3,ad0d2f73-aa32-493c,2022-11-25 13:47:15,7586.27,GBP,deposit,online,Allegro,Health & Beauty,United Kingdom,Leeds,False
652b80a2-aeaa-4fe4,9f35d1fb-ccd4-4547,2023-02-01 23:18:08,4754.46,INR,deposit,ATM,Uniqlo,Fashion,India,Pune,False
60faeb67-70a5-462a,72673ecb-0c3a-4960,2023-07-07 20:02:34,736.98,GBP,refund,telephone,Target,Sports & Outdoors,United Kingdom,Cardiff,False
d20b5801-56ac-412c,51eced3a-fd78-4eba,2023-01-13 22:10:15,405.58,JPY,withdrawal,mail,Temu,Electronics,Japan,Osaka,False
0238ad8f-a7a9-4c35,be5d191a-29c0-47bb,2023-10-19 05:53:56,6276.03,USD,refund,mail,Saturn,Home & Garden,United States,San Francisco,True
42825f93-5b38-41ee,813baccc-0570-4809,2024-07-13 08:01:18,3061.62,USD,withdrawal,telephone,Target,Home & Garden,United States,San Francisco,False
b5b1eb82-e3cf-4cec,e9e91dd2-e778-438d,2023-07-19 19:45:06,7307.01,INR,transfer,online,Saturn,Health & Beauty,India,Kolkata,False
b651963f-fdc6-4f65,e0773204-4060-4b6f,2022-11-24 01:18:52,4043.46,AED,deposit,mobile,Saturn,Home & Garden,UAE,Dubai,False
97f6370b-e4fb-42d6,085c1deb-5540-451f,2024-08-10 22:15:24,4155.39,QAR,purchase,mail,Rakuten,Electronics,Qatar,Al Rayyan,False
564422ce-53aa-4f05,e8a5e731-b542-4415,2023-12-06 12:56:43,6743.64,GBP,refund,in-branch,Target,Fashion,United Kingdom,Bristol,False
3574967a-5158-4f28,485c4311-4834-4c6c,2024-06-16 19:46:46,2748.96,INR,refund,ATM,Rakuten,Home & Garden,India,Ahmedabad,False
d0a5e597-e838-46d3,1086065f-f8a4-411a,2023-02-07 20:34:20,2905.54,QAR,withdrawal,mobile,Rakuten,Health & Beauty,Qatar,Al Rayyan,False
4cd0c754-d2e0-4790,cdbc27c8-37ee-4520,2023-04-16 03:10:43,6814.89,INR,refund,in-branch,Temu,Fashion,India,Kolkata,False
8a46444b-5112-4aa6,4e829b9c-364a-471a,2023-05-29 23:19:39,2081.51,QAR,withdrawal,online,Rakuten,Fashion,Qatar,Al Wakrah,False
a969d976-b8f2-4d6a,49f66373-ff33-47d3,2024-07-28 16:52:26,6291.1,USD,deposit,mail,Allegro,Home & Garden,United States,Boston,False
d1942527-6313-4157,7e644fa4-0275-4d98,2022-09-01 19:41:22,4470.06,AED,transfer,mobile,Lazada,Home & Garden,UAE,Sharjah,False
b886c48a-53c4-4b7b,25773336-1d10-49d6,2022-09-03 19:00:13,570.45,JPY,refund,online,Lazada,Home & Garden,Japan,Tokyo,False
73cb9ec5-5f5b-49b5,01e4e170-1887-43d7,2024-04-23 06:42:35,4549.44,INR,purchase,online,Saturn,Sports & Outdoors,India,Jaipur,False
eefe56b7-f06b-4754,25fe12ea-55e1-478c,2024-05-09 12:09:48,9744.57,USD,deposit,ATM,eBay,Fashion,United States,Seattle,True
011a214b-81b5-4bdb,565cd1b3-2455-4a13,2023-04-05 18:21:38,7434.6,USD,transfer,mobile,Uniqlo,Sports & Outdoors,United States,Seattle,False
95d0ed50-c990-45a6,2b0f9654-1473-4619,2024-08-14 13:45:03,8089.53,INR,transfer,in-branch,Saturn,Electronics,India,Jaipur,False
32fe6010-5575-4118,02feefb5-06cc-47de,2023-09-16 07:52:26,6618.84,QAR,withdrawal,mail,ASOS,Home & Garden,Qatar,Al Rayyan,False
f636f55a-8701-4934,4e24957a-bc05-430b,2023-02-12 12:26:22,2469.11,INR,withdrawal,ATM,BigBasket,Sports & Outdoors,India,Lucknow,False
c79e4a0b-283a-45b9,b5f76f8d-e9dc-4bb4,2022-08-29 16:07:29,4874.7,JPY,payment,ATM,Target,Sports & Outdoors,Japan,Osaka,False
1820ae04-fe59-476b,d6c33743-7943-44a5,2023-03-23 21:25:27,6761.54,JPY,purchase,online,Target,Fashion,Japan,Sapporo,False
d23c13ff-213e-4518,fdd5e346-3825-4789,2022-08-20 17:20:50,9619.91,INR,transfer,in-branch,Uniqlo,Fashion,India,Lucknow,False
29ba4577-cd99-4480,e3ab1935-d85c-4e38,2024-07-14 02:20:32,1690.54,AED,transfer,ATM,Rakuten,Fashion,UAE,Abu Dhabi,False
d678aa38-8966-49d3,dc4c2015-3e97-4d33,2023-07-31 15:22:12,2299.76,AED,transfer,mobile,Zalando,Electronics,UAE,Ajman,True
49e78185-fac5-4859,f26372d8-784f-408e,2023-04-14 14:41:59,8641.82,USD,purchase,online,Target,Home & Garden,United States,Miami,False
a417d0aa-5b47-46ad,3c9a46c4-3495-446a,2023-09-06 02:15:11,7886.42,AED,transfer,ATM,eBay,Health & Beauty,UAE,Ajman,False
06a58e12-c618-4e60,ee76b85d-2727-4344,2024-02-19 00:57:44,8209.94,JPY,withdrawal,telephone,eBay,Sports & Outdoors,Japan,Osaka,False
55d7e9e6-02c7-46d1,e2f9f1ea-33b1-48ab,2023-08-20 20:46:50,6798.13,GBP,purchase,ATM,eBay,Electronics,United Kingdom,Bristol,False
e9ac5b7b-e993-4878,4f298214-ab68-4f9a,2024-03-10 19:07:08,6872.56,EUR,transfer,telephone,Lazada,Health & Beauty,Germany,Leipzig,False
6aa8fd76-0772-4811,c1c50c55-31a2-443e,2022-11-27 10:06:23,6800.58,AED,refund,mobile,ASOS,Health & Beauty,UAE,Sharjah,False
6c22e613-eef4-4429,b918d89c-cf6c-4992,2023-01-14 14:54:39,679.53,GBP,purchase,mail,Uniqlo,Home & Garden,United Kingdom,Leeds,True
fb1c2045-2d52-4857,b847f5fd-6575-49b1,2024-03-14 02:32:45,5894.07,INR,payment,in-branch,Target,Health & Beauty,India,Pune,False
8ade2f7e-b930-4244,0256da40-db42-4c06,2023-11-05 02:01:47,7585.86,JPY,deposit,mail,Mediamarkt,Sports & Outdoors,Japan,Sapporo,False
1c72106a-779a-48a9,a81bc72e-112d-4c26,2023-08-24 03:56:03,1651.48,GBP,purchase,ATM,BigBasket,Home & Garden,United Kingdom,Cardiff,False
55b6b5b1-bbb2-4307,78e881b2-4e7b-4e38,2023-03-14 03:32:16,1395.89,USD,payment,ATM,Lazada,Electronics,United States,Boston,False
fece1d9f-e50f-4a6f,2276a2b8-63c9-46cf,2024-07-29 13:26:24,9791.1,INR,transfer,online,ASOS,Home & Garden,India,Pune,False
3db42cea-3ca0-43d2,e9e91dd2-e778-438d,2023-03-04 14:22:51,3380.28,INR,purchase,in-branch,Rakuten,Home & Garden,India,Lucknow,False
53b3d739-ecf3-49ce,cf5d6db8-3902-4c6a,2024-07-11 16:31:35,7901.85,QAR,transfer,mail,Temu,Health & Beauty,Qatar,Al Wakrah,False
3d50a9e9-83da-451d,d4ed0cb5-21d4-40f8,2023-01-24 21:15:34,9074.08,INR,purchase,online,Saturn,Electronics,India,Ahmedabad,False
4d95e921-5289-4d6e,3132b343-e960-42e3,2024-07-31 23:41:50,2644.87,AED,refund,mail,BigBasket,Sports & Outdoors,UAE,Ajman,False
a161922f-93a3-4fb4,0fcd716a-f702-477c,2023-05-05 18:23:02,6230.53,GBP,deposit,in-branch,Target,Home & Garden,United Kingdom,Bristol,False
8db3c7c3-e2ee-4781,9bdf7af1-7597-4706,2022-10-18 03:52:33,4126.69,EUR,deposit,online,BigBasket,Health & Beauty,Germany,Stuttgart,False
e1b3ff83-085c-4981,48913335-f376-41a9,2024-01-06 19:06:27,6498.34,INR,transfer,mobile,ASOS,Fashion,India,Jaipur,False
e7df4715-3e51-494c,6638a143-9a1c-448d,2024-05-25 06:47:40,3687.42,GBP,withdrawal,mail,Saturn,Home & Garden,United Kingdom,Leeds,False
784a759e-144f-4185,0b2271c8-727a-4f41,2023-09-16 02:05:38,2045.5,INR,transfer,mail,eBay,Fashion,India,Jaipur,False
5458d852-9145-4835,9038815e-5bb5-4e4d,2023-04-08 06:23:54,7029.13,INR,purchase,online,Saturn,Sports & Outdoors,India,Kolkata,False
a35666bb-45e2-48f9,ed983eb8-33f7-48fa,2024-07-25 12:22:45,961.39,JPY,withdrawal,in-branch,Temu,Fashion,Japan,Sapporo,False
dd70e900-91ea-4519,b217513c-93ac-455d,2023-09-03 19:39:25,1750.31,INR,purchase,telephone,Uniqlo,Health & Beauty,India,Kolkata,False
50495c83-0bff-4368,c7369e61-358a-453e,2023-02-22 08:38:03,4008.02,JPY,payment,in-branch,Saturn,Home & Garden,Japan,Osaka,False
d5b08fe3-bb6b-4c16,62ba3487-d227-48b2,2023-02-18 21:49:40,9546.31,EUR,transfer,telephone,Uniqlo,Fashion,Germany,Nuremberg,True
d725975f-c768-44e1,4222951d-81fc-4c92,2024-05-24 23:45:19,7423.94,USD,purchase,in-branch,Uniqlo,Electronics,United States,Boston,False
73f7ac35-dc38-4b40,269f7c74-9f14-4b28,2022-11-14 00:26:20,9941.45,QAR,purchase,in-branch,Saturn,Sports & Outdoors,Qatar,Umm Salal,False
49e112d3-35e3-4a3f,457b8d10-a4d4-4a79,2023-01-31 19:11:29,2191.85,AED,payment,telephone,Lazada,Sports & Outdoors,UAE,Al Ain,False
a661b6c1-dc51-4d6f,ae1daaf8-4f0e-4052,2022-12-16 07:56:36,926.23,AED,payment,mobile,Temu,Home & Garden,UAE,Abu Dhabi,False
eb921dd3-7883-42b0,a0d8cbae-f8da-4aca,2024-06-12 07:06:45,8303.01,QAR,withdrawal,ATM,Target,Fashion,Qatar,Al Khor,False
87214b00-ad04-498f,feaa51db-6475-4bbf,2023-05-24 12:59:42,993.69,USD,purchase,telephone,Lazada,Home & Garden,United States,Boston,False
4f8c7d6f-8d53-4aa8,00ec82f1-4f67-4e51,2023-10-03 11:01:41,6531.29,GBP,purchase,ATM,Mediamarkt,Home & Garden,United Kingdom,Bristol,False
d713d769-4b08-467a,610e41d7-1e0b-47f4,2023-05-10 14:05:01,5067.79,QAR,refund,online,Allegro,Electronics,Qatar,Al Wakrah,False
0c1804d1-798a-424e,038e6efa-8f14-4d4d,2023-12-18 05:27:20,5165.86,AED,refund,ATM,Rakuten,Sports & Outdoors,UAE,Sharjah,False
6498f844-c7e6-47f5,12bd6559-5f40-4848,2023-11-04 22:54:36,8956.5,USD,payment,telephone,Saturn,Home & Garden,United States,Boston,False
65f9c272-a670-45e2,9538c672-1547-44e3,2023-01-20 00:38:52,2199.02,QAR,transfer,online,eBay,Fashion,Qatar,Al Wakrah,False
206cc94f-b0eb-4812,7dee5e67-e69b-446a,2023-08-12 14:02:55,8426.7,AED,refund,in-branch,Lazada,Home & Garden,UAE,Al Ain,False
2a79e956-2148-48de,25fe12ea-55e1-478c,2022-12-31 09:41:29,4832.49,USD,deposit,in-branch,Temu,Electronics,United States,Dallas,False
500eba6e-9c08-4aa6,7f830c52-f6c4-4f57,2024-08-16 10:52:01,730.12,USD,transfer,mail,Rakuten,Home & Garden,United States,Seattle,False
75255c5b-1e9e-4b53,415bccbf-d11d-49d7,2024-05-25 04:13:16,5414.13,EUR,purchase,mail,Zalando,Electronics,Germany,Dresden,False
95ece2c5-3740-409f,ab597fdf-1191-447b,2024-03-30 08:30:28,1416.44,GBP,payment,mobile,ASOS,Home & Garden,United Kingdom,Cardiff,False
c5ea3f0c-52ff-41f9,414b5669-6bd7-4e2d,2023-07-07 04:14:05,4821.26,EUR,deposit,mobile,BigBasket,Health & Beauty,Germany,Leipzig,False
fcff3ef0-c82f-4b8a,dda8878b-7512-478f,2024-01-05 01:36:59,5398.33,EUR,transfer,mobile,Zalando,Electronics,Germany,Leipzig,False
38a386e5-90c4-48ac,c2a57be1-3da9-48f7,2023-11-15 07:46:44,8815.48,EUR,withdrawal,mobile,Uniqlo,Fashion,Germany,Leipzig,False
2ce3da8e-cc40-40e2,5de45625-63c2-4fc8,2023-12-23 22:39:24,7673.57,GBP,deposit,mobile,Allegro,Sports & Outdoors,United Kingdom,Edinburgh,False
0f75f377-247a-4c7a,5940e9cf-79aa-4001,2024-01-23 06:55:37,3635.55,AED,deposit,mail,Mediamarkt,Fashion,UAE,Abu Dhabi,False
36b5ef79-62f3-4777,54c6870a-ebf5-4dcf,2024-07-21 01:18:45,7869.15,GBP,deposit,in-branch,Zalando,Health & Beauty,United Kingdom,Bristol,False
b2200c27-fcec-479d,fe45bf65-fa3a-4d63,2023-09-14 14:56:52,8537.51,EUR,deposit,mobile,Saturn,Health & Beauty,Germany,Stuttgart,False
7ecc03f6-fece-4a89,da25cd99-57ba-4644,2023-04-12 23:10:25,3086.19,QAR,transfer,telephone,eBay,Fashion,Qatar,Umm Salal,False
1b701fa9-92da-495d,6f1a6fa0-8b86-4bbb,2022-10-18 08:02:20,2579.36,JPY,purchase,in-branch,Zalando,Fashion,Japan,Tokyo,False
7afc0b22-14d3-4188,09cade72-7230-4223,2023-04-18 22:36:58,2447.6,INR,purchase,online,eBay,Electronics,India,Pune,False
f21aa8e6-2160-4dcc,dcbc9040-7118-4b32,2023-09-16 10:57:35,579.68,INR,purchase,in-branch,Target,Sports & Outdoors,India,Pune,False
f7a2b6bf-30a2-4935,508f2b08-407c-463c,2024-08-08 18:29:58,8597.1,USD,refund,mail,Temu,Electronics,United States,Seattle,False
c3632e9f-4073-4d6d,ab532af8-db48-45e1,2024-02-13 22:12:41,977.82,JPY,deposit,telephone,BigBasket,Fashion,Japan,Osaka,False
c7ec7d16-1087-432f,04f972e7-c040-424d,2024-02-13 10:22:27,9020.06,EUR,refund,in-branch,Mediamarkt,Sports & Outdoors,Germany,Düsseldorf,False
ae315f17-8b5e-49ab,32c7eb8a-8539-4210,2024-01-06 05:10:31,7378.47,INR,deposit,telephone,BigBasket,Health & Beauty,India,Lucknow,False
b7062408-ac67-4e44,72b00386-f7ad-4b20,2024-08-07 00:45:33,9432.76,QAR,deposit,telephone,Rakuten,Electronics,Qatar,Al Rayyan,False
adc47e3f-3d9a-46f2,3bc53aa6-3eaa-4102,2023-02-21 15:51:01,7770.33,QAR,purchase,ATM,Temu,Fashion,Qatar,Al Rayyan,False
829fd341-d24b-4aec,b6be3bd0-04ff-469a,2023-11-08 01:45:48,1273.86,INR,refund,mail,Rakuten,Home & Garden,India,Pune,False
48817627-61f0-468f,05277336-bee5-40c9,2023-01-17 02:03:37,9216.41,USD,deposit,mail,BigBasket,Fashion,United States,Dallas,False
c854081d-7ffb-40a7,dcbc9040-7118-4b32,2022-12-19 16:11:34,1327.6,INR,payment,ATM,Rakuten,Sports & Outdoors,India,Ahmedabad,False
80c53a7b-dd6f-431a,d96c1157-74ac-4357,2023-12-04 12:37:46,4630.33,GBP,withdrawal,ATM,Uniqlo,Home & Garden,United Kingdom,Sheffield,False
22e68f66-638a-4dad,b5774f45-e553-470e,2023-01-11 08:06:26,5207.07,QAR,withdrawal,in-branch,Rakuten,Sports & Outdoors,Qatar,Doha,False
95fd072d-4ca8-48b4,e74e39d3-ccc5-4526,2023-12-15 02:30:21,1052.74,INR,deposit,ATM,Uniqlo,Health & Beauty,India,Ahmedabad,False
52ef8341-2049-498c,501dcba7-c817-4445,2022-12-02 22:17:31,7888.99,USD,transfer,mobile,Temu,Health & Beauty,United States,Dallas,False
e717128c-2867-4905,185c63a8-8c14-4115,2024-02-28 07:17:37,1700.0,USD,purchase,ATM,Mediamarkt,Electronics,United States,Miami,False
c18964cc-33c1-4d59,335a776c-f54c-4556,2023-04-18 20:21:33,2969.72,QAR,refund,in-branch,Saturn,Electronics,Qatar,Doha,False
97a4fc99-5c3f-474f,8ecf81a6-2873-4229,2024-07-18 16:58:24,7158.75,INR,transfer,mobile,Lazada,Health & Beauty,India,Jaipur,False
d51bc28b-0988-484f,d647f3ef-f2ff-4f73,2022-09-24 22:50:06,8185.37,INR,deposit,ATM,Zalando,Electronics,India,Pune,False
e26965e4-c493-4808,ee32493b-3756-4aa6,2023-01-16 11:06:19,9465.68,GBP,deposit,in-branch,Mediamarkt,Fashion,United Kingdom,Leeds,False
77abcbdf-e613-4875,fb1580da-b577-4712,2023-05-23 06:43:30,993.5,INR,transfer,online,Rakuten,Health & Beauty,India,Jaipur,False
d831110a-0d5e-480b,d0e3585c-27b6-42a9,2023-12-11 01:54:15,3416.29,USD,deposit,mail,Lazada,Home & Garden,United States,Dallas,False
12592aba-12d6-44eb,e8315780-43d2-47b4,2024-03-30 16:22:27,2741.42,AED,payment,in-branch,Saturn,Home & Garden,UAE,Ajman,True
47f30035-2e45-4805,36c18279-4a90-4df5,2024-05-21 03:06:37,6324.74,INR,withdrawal,telephone,Mediamarkt,Fashion,India,Ahmedabad,False
47224f55-e738-41f8,7233a36f-b8a9-4547,2022-10-12 10:40:06,9280.04,USD,payment,telephone,Rakuten,Sports & Outdoors,United States,Dallas,False
9b84ba89-aff6-41c5,588f2fb8-5972-4122,2023-01-17 16:07:31,8904.07,JPY,refund,mail,eBay,Electronics,Japan,Sapporo,False
b7864b87-fc72-41e5,e43d99ac-38b7-42c5,2023-03-15 13:21:09,5508.22,AED,refund,in-branch,Target,Home & Garden,UAE,Abu Dhabi,False
0914ff6b-6806-4fce,97c1c5c3-feab-44f7,2023-02-09 22:32:08,4867.31,AED,deposit,telephone,eBay,Health & Beauty,UAE,Sharjah,False
7be8691e-20ca-497a,086b06a2-62ac-42bd,2024-01-01 18:14:20,6877.46,USD,purchase,in-branch,Rakuten,Health & Beauty,United States,Miami,False
eb4a1797-ec80-4e07,f41172e9-3afb-484b,2023-09-18 01:35:39,8583.02,INR,purchase,telephone,Lazada,Sports & Outdoors,India,Lucknow,True
38d680e8-0413-4213,73281167-afb5-42e4,2023-01-05 23:00:28,4774.78,JPY,deposit,mail,BigBasket,Electronics,Japan,Fukuoka,False
d7cf3d77-3c3c-4ddf,dd423fcd-6bb2-4ef7,2023-09-23 14:51:27,580.78,QAR,withdrawal,online,Uniqlo,Electronics,Qatar,Al Wakrah,False
4fbb3472-b4f0-4a4c,21cecd0d-2ee1-4952,2024-03-10 08:04:37,3029.03,QAR,withdrawal,ATM,Uniqlo,Health & Beauty,Qatar,Doha,False
8351caf5-890a-45a1,845fb067-dd6c-4976,2024-03-11 00:02:59,1000.39,GBP,withdrawal,online,Mediamarkt,Fashion,United Kingdom,Sheffield,False
9e68c87c-f609-493a,535ef56e-db20-4c4b,2023-06-14 11:29:38,292.23,GBP,deposit,telephone,Target,Electronics,United Kingdom,Sheffield,False
7d5ecbe8-d4eb-4d5b,f2f3700b-5115-4695,2024-02-02 13:04:14,9926.65,QAR,refund,mobile,ASOS,Fashion,Qatar,Al Wakrah,False
a1ae8518-3deb-4b6e,14d363ed-827b-46a0,2022-10-25 08:42:40,5612.88,QAR,purchase,in-branch,BigBasket,Fashion,Qatar,Doha,False
0e5e62cc-ede2-4713,19d6c806-2e35-4337,2023-08-25 00:26:14,6228.43,AED,refund,telephone,Mediamarkt,Home & Garden,UAE,Sharjah,False
92113c34-c8c1-423a,6de166d4-ed7a-40b2,2024-07-06 17:19:30,2835.52,GBP,withdrawal,in-branch,Allegro,Home & Garden,United Kingdom,Cardiff,True
05450b91-ff15-41f3,aabea23a-e6ca-406d,2023-05-09 07:27:40,5715.8,GBP,refund,in-branch,Saturn,Health & Beauty,United Kingdom,Sheffield,False
a9164ba6-3ed7-4802,94d01344-de98-4c85,2022-12-13 03:16:12,4628.26,AED,purchase,mail,Allegro,Home & Garden,UAE,Al Ain,False
45b8b5c3-4d6f-4c27,4b2ce88a-05ac-4c6a,2023-04-20 03:42:10,7034.87,EUR,transfer,mobile,Saturn,Home & Garden,Germany,Düsseldorf,False
ba4dde4b-f442-437b,103815a3-dc25-45a4,2024-02-26 06:12:50,1444.28,JPY,refund,in-branch,Mediamarkt,Sports & Outdoors,Japan,Nagoya,False
94da7fa4-eeae-4867,719ac202-2b89-4cb5,2022-09-08 22:29:40,8129.3,USD,payment,mail,Mediamarkt,Home & Garden,United States,San Francisco,False
fdd7372b-994a-4794,f17bfcc2-a942-4e12,2023-01-25 20:11:35,2566.67,GBP,transfer,in-branch,Saturn,Health & Beauty,United Kingdom,Leeds,True
ae0a00bc-96ff-4521,a0b363a9-2bbd-47dc,2024-04-11 12:23:57,5594.63,EUR,refund,ATM,Zalando,Electronics,Germany,Dresden,True
c8c8a654-8f96-40a1,2da3e4d5-fa5e-4eef,2023-05-08 04:02:50,708.73,INR,transfer,mobile,Lazada,Home & Garden,India,Kolkata,False
ad8c3e4c-51c8-4d4c,533e1f81-07c9-40ed,2023-11-26 08:00:49,9656.62,EUR,withdrawal,telephone,Rakuten,Fashion,Germany,Düsseldorf,False
95a18522-fc1b-495c,cddf1fa1-a5ee-42f1,2024-05-16 00:48:12,9483.48,JPY,transfer,ATM,Rakuten,Fashion,Japan,Tokyo,False
5c575c14-9374-446f,a3a1f329-6e8d-456f,2023-03-14 07:27:15,6111.17,INR,withdrawal,in-branch,Rakuten,Sports & Outdoors,India,Kolkata,False
1cff3bf6-fc81-4d59,4726f945-9cf3-439a,2023-09-28 07:13:45,8462.19,QAR,transfer,telephone,Zalando,Electronics,Qatar,Umm Salal,False
69e98412-42d0-4e0f,fa2124e3-9b0a-4215,2024-05-12 15:30:26,4527.01,INR,withdrawal,mail,Saturn,Sports & Outdoors,India,Jaipur,False
a8eb716c-d3e7-4a4e,1a8da660-1f0c-47a7,2023-09-20 02:05:04,254.94,INR,payment,in-branch,Lazada,Fashion,India,Pune,False
b62f0c81-335e-4521,011a493b-be9d-48ca,2024-02-08 00:41:50,5105.73,QAR,transfer,in-branch,Zalando,Electronics,Qatar,Al Khor,False
f48dd801-6ab1-46e1,c27d7b5d-e29c-4323,2023-05-17 08:45:50,6520.1,AED,transfer,telephone,Allegro,Home & Garden,UAE,Al Ain,False
85b4492c-0481-465c,ecde51c8-1462-49e1,2023-10-14 21:38:33,4805.1,AED,deposit,mobile,Uniqlo,Home & Garden,UAE,Sharjah,False
319018d7-f1c0-4647,925f8cb0-8be3-4c04,2024-04-20 11:42:10,4915.12,GBP,refund,in-branch,Temu,Health & Beauty,United Kingdom,Edinburgh,False
5e07b023-2141-4cfd,950313ff-bb11-4eb1,2024-05-14 09:13:31,7.96,JPY,deposit,mobile,Zalando,Sports & Outdoors,Japan,Osaka,False
1904beec-0b0a-49c6,648eca85-75f5-436b,2023-08-11 04:58:46,5258.38,INR,purchase,online,BigBasket,Sports & Outdoors,India,Lucknow,False
042b3169-649b-448c,41c4895c-8347-4736,2023-08-01 05:46:04,9329.97,AED,deposit,mobile,Target,Home & Garden,UAE,Sharjah,False
14bbce5b-a402-48a4,a77add36-41ff-494b,2023-11-11 11:52:15,2966.83,USD,deposit,online,Uniqlo,Fashion,United States,Miami,False
d89bdd86-9545-496f,cb7425d9-4e60-456a,2023-08-02 20:01:03,1290.18,QAR,deposit,online,Temu,Home & Garden,Qatar,Al Khor,False
2db237bc-8a1a-48a2,53b61fd8-5261-4685,2024-02-19 18:39:52,8940.9,EUR,deposit,mobile,Temu,Home & Garden,Germany,Düsseldorf,False
b525f823-b662-49ec,01cabc6d-6a38-4d20,2023-02-13 12:40:21,5965.45,GBP,transfer,telephone,Zalando,Home & Garden,United Kingdom,Edinburgh,False
39ce2689-637d-48ba,d007af5d-5043-46dc,2023-07-30 00:25:28,620.61,JPY,refund,online,Allegro,Health & Beauty,Japan,Fukuoka,False
f787dd9f-e827-453d,cddf1fa1-a5ee-42f1,2023-06-30 16:03:11,7854.1,JPY,withdrawal,mail,Target,Sports & Outdoors,Japan,Tokyo,False
a833ea7d-794d-4a71,230c90f8-65a4-47d2,2023-01-27 22:54:10,5609.08,GBP,payment,mobile,Zalando,Health & Beauty,United Kingdom,Leeds,False
f15fe704-6e36-4505,0d030010-9373-4743,2023-08-14 14:34:34,3563.68,INR,payment,mail,Rakuten,Fashion,India,Pune,False
58172db7-c4a6-4b68,9538c672-1547-44e3,2023-09-19 08:32:06,8859.36,QAR,payment,mobile,Uniqlo,Home & Garden,Qatar,Umm Salal,False
6dc4271a-01a5-46a4,7ceb7048-a2ea-4abc,2024-05-14 09:39:50,7082.94,JPY,transfer,mobile,Temu,Sports & Outdoors,Japan,Tokyo,False
157854e4-af94-4677,544d6c34-ac10-4fdb,2024-01-03 21:46:34,2556.59,EUR,purchase,online,Saturn,Home & Garden,Germany,Leipzig,False
fd760578-0c3b-46b9,43d0cbfb-64fe-4582,2023-09-23 20:28:48,9726.39,USD,refund,telephone,Saturn,Health & Beauty,United States,San Francisco,False
16887466-3ed8-4758,129acd8b-b632-4669,2023-01-20 16:40:32,9829.7,GBP,refund,mobile,BigBasket,Fashion,United Kingdom,Edinburgh,False
87efd650-4501-4937,73e88dcc-5129-4899,2024-01-14 12:36:29,7428.98,JPY,deposit,online,Target,Sports & Outdoors,Japan,Fukuoka,False
f31d2009-21ef-4882,feaa51db-6475-4bbf,2022-11-09 23:07:13,3610.91,USD,payment,online,Allegro,Health & Beauty,United States,Seattle,False
7c871067-ac0e-4800,aff40103-cc76-475a,2024-04-14 02:28:00,4857.24,AED,deposit,ATM,Allegro,Fashion,UAE,Al Ain,False
204716f4-c55a-4daf,51a89970-eb12-44ec,2024-02-13 02:24:33,445.92,INR,payment,ATM,ASOS,Health & Beauty,India,Kolkata,True
8e0ed046-6467-497e,05a19411-60ee-4536,2023-08-22 18:09:05,9436.52,QAR,purchase,online,Rakuten,Home & Garden,Qatar,Al Rayyan,False
1d858693-7837-42d9,f1f68032-84c8-4b85,2022-10-11 21:14:55,367.22,JPY,deposit,in-branch,Temu,Home & Garden,Japan,Fukuoka,False
c79491a2-5dcf-473b,cb7425d9-4e60-456a,2024-08-12 21:34:06,6316.38,QAR,purchase,in-branch,Uniqlo,Home & Garden,Qatar,Al Wakrah,False
ac5059f8-d46b-480f,14d363ed-827b-46a0,2023-02-23 09:43:27,3188.14,QAR,refund,in-branch,Zalando,Health & Beauty,Qatar,Al Wakrah,False
035058e8-cdaa-481f,86f1550f-c06d-44e4,2024-04-11 11:01:28,1758.32,INR,purchase,ATM,Allegro,Sports & Outdoors,India,Kolkata,False
8e6b64d2-b696-45f4,3c9a46c4-3495-446a,2023-05-07 17:05:31,2613.99,AED,withdrawal,in-branch,BigBasket,Home & Garden,UAE,Abu Dhabi,False
4b609581-89b9-41ae,e9dfe869-2858-47f8,2024-06-04 13:35:29,1513.45,GBP,payment,telephone,Target,Health & Beauty,United Kingdom,Edinburgh,False
268c05d4-4c1c-48f8,ab14843e-3a85-4df7,2024-02-19 03:09:22,1514.69,INR,payment,in-branch,Mediamarkt,Fashion,India,Ahmedabad,True
c9744fc2-aa80-4731,52c76096-93b7-4335,2022-09-10 01:23:39,3709.4,QAR,refund,ATM,BigBasket,Health & Beauty,Qatar,Al Rayyan,False
47eb2e77-034d-499f,36db870d-b7ac-4b40,2023-09-15 15:39:58,7818.54,GBP,refund,ATM,Zalando,Home & Garden,United Kingdom,Bristol,False
35c2944b-a0b1-42b8,4571f214-ce93-43b2,2022-08-23 20:45:34,6500.31,QAR,purchase,telephone,Saturn,Sports & Outdoors,Qatar,Doha,False
ba9e5ea7-17db-4027,559d7e7b-9e90-4dc4,2022-12-04 17:49:43,2107.59,JPY,purchase,telephone,Allegro,Home & Garden,Japan,Fukuoka,False
